bbr, 0.15, 42.03, 100, 100.27
bbr, 0.2, 0.0, 100, 0.01
bbr, 0.2, 0.0, 100, 0.1
bbr, 0.2, 0.95, 100, 1.0
bbr, 0.2, 9.42, 100, 10.03
bbr, 0.2, 40.69, 100, 100.27
bbr, 0.25, 0.0, 100, 0.01
bbr, 0.25, 0.0, 100, 0.1
bbr, 0.25, 0.96, 100, 1.0
bbr, 0.25, 9.34, 100, 10.03
bbr, 0.25, 35.45, 100, 100.27
bbr, 0.3, 0.0, 100, 0.01
bbr, 0.3, 0.0, 100, 0.1
bbr, 0.3, 0.92, 100, 1.0
bbr, 0.3, 8.68, 100, 10.03
bbr, 0.3, 35.35, 100, 100.27
bbr, 0.4, 0.0, 100, 0.01
bbr, 0.4, 0.0, 100, 0.1
bbr, 0.4, 0.94, 100, 1.0
bbr, 0.4, 9.21, 100, 10.03
bbr, 0.4, 25.47, 100, 100.27
bbr, 0.5, 0.0, 100, 0.01
bbr, 0.5, 0.0, 100, 0.1
bbr, 0.5, 0.43, 100, 1.0
bbr, 0.5, 2.43, 100, 10.03
bbr, 0.5, 8.94, 100, 100.27
